ID;Person_Id;Movie_Id;Evaluation
338;2;138;3
339;2;139;NULL
340;2;140;NULL
341;2;141;NULL
342;2;142;4
343;2;143;NULL
344;2;144;NULL
345;2;145;NULL
346;2;146;4
347;2;147;NULL
348;2;148;3
349;2;149;NULL
350;2;150;4
351;2;151;NULL
352;2;152;5
353;2;153;NULL
354;2;154;NULL
355;2;155;NULL
356;2;156;NULL
357;2;157;NULL
358;2;158;4
359;2;159;NULL
360;2;160;NULL
361;2;161;NULL
362;2;162;5
363;2;163;NULL
364;2;164;5
365;2;165;NULL
366;2;166;NULL
367;2;167;NULL
368;2;168;NULL
369;2;169;NULL
370;2;170;3
371;2;171;5
372;2;172;NULL
373;2;173;NULL
374;2;174;NULL
375;2;175;5
376;2;176;NULL
377;2;177;4
378;2;178;NULL
379;2;179;NULL
380;2;180;4
381;2;181;NULL
382;2;182;5
383;2;183;4
384;2;184;NULL
385;2;185;4
386;2;186;4
387;2;187;NULL
388;2;188;NULL
389;2;189;5
390;2;190;1
391;2;191;4
392;2;192;NULL
393;2;193;NULL
394;2;194;NULL
395;2;195;NULL
396;2;196;NULL
397;2;197;NULL
398;2;198;2
399;2;199;4
400;2;200;NULL
401;3;1;NULL
402;3;2;4
403;3;3;NULL
404;3;4;4
405;3;5;5
406;3;6;NULL
407;3;7;5
408;3;8;NULL
409;3;9;NULL
410;3;10;NULL
411;3;11;4
412;3;12;NULL
413;3;13;NULL
414;3;14;NULL
415;3;15;NULL
416;3;16;3
417;3;17;NULL
418;3;18;2
419;3;19;NULL
420;3;20;NULL
421;3;21;NULL
422;3;22;NULL
423;3;23;NULL
424;3;24;NULL
425;3;25;5
426;3;26;3
427;3;27;NULL
428;3;28;NULL
429;3;29;NULL
430;3;30;NULL
431;3;31;NULL
432;3;32;NULL
433;3;33;NULL
434;3;34;NULL
435;3;35;4
436;3;36;2
437;3;37;4
438;3;38;NULL
439;3;39;NULL
440;3;40;NULL
441;3;41;4
442;3;42;NULL
443;3;43;4
444;3;44;NULL
445;3;45;NULL
446;3;46;NULL
447;3;47;5
448;3;48;1
449;3;49;4
450;3;50;5
451;3;51;NULL
452;3;52;NULL
453;3;53;NULL
454;3;54;NULL
455;3;55;NULL
456;3;56;NULL
457;3;57;NULL
458;3;58;2
459;3;59;NULL
460;3;60;NULL
461;3;61;NULL
462;3;62;NULL
463;3;63;NULL
464;3;64;NULL
465;3;65;NULL
466;3;66;NULL
467;3;67;2
468;3;68;2
469;3;69;NULL
470;3;70;3
471;3;71;1
472;3;72;2
473;3;73;NULL
474;3;74;NULL
475;3;75;NULL
476;3;76;1
477;3;77;1
478;3;78;4
479;3;79;3
480;3;80;NULL
481;3;81;NULL
482;3;82;NULL
483;3;83;NULL
484;3;84;NULL
485;3;85;NULL
486;3;86;NULL
487;3;87;2
488;3;88;2
489;3;89;NULL
490;3;90;4
491;3;91;NULL
492;3;92;5
493;3;93;5
494;3;94;3
495;3;95;NULL
496;3;96;NULL
497;3;97;NULL
498;3;98;NULL
499;3;99;NULL
500;3;100;NULL
501;3;101;NULL
502;3;102;NULL
503;3;103;4
504;3;104;NULL
505;3;105;NULL
506;3;106;NULL
507;3;107;4
508;3;108;1
509;3;109;3
510;3;110;NULL
511;3;111;4
512;3;112;NULL
513;3;113;NULL
514;3;114;NULL
515;3;115;NULL
516;3;116;NULL
517;3;117;NULL
518;3;118;NULL
519;3;119;NULL
520;3;120;NULL
521;3;121;2
522;3;122;NULL
523;3;123;NULL
524;3;124;NULL
525;3;125;4
526;3;126;NULL
527;3;127;NULL
528;3;128;NULL
529;3;129;NULL
530;3;130;NULL
531;3;131;NULL
532;3;132;NULL
533;3;133;NULL
534;3;134;NULL
535;3;135;NULL
536;3;136;NULL
537;3;137;NULL
538;3;138;NULL
539;3;139;NULL
540;3;140;NULL
541;3;141;NULL
542;3;142;NULL
543;3;143;NULL
544;3;144;NULL
545;3;145;NULL
546;3;146;NULL
547;3;147;NULL
548;3;148;NULL
549;3;149;NULL
550;3;150;NULL
551;3;151;4
552;3;152;NULL
553;3;153;5
554;3;154;NULL
555;3;155;NULL
556;3;156;NULL
557;3;157;NULL
558;3;158;5
559;3;159;NULL
560;3;160;NULL
561;3;161;NULL
562;3;162;NULL
563;3;163;NULL
564;3;164;3
565;3;165;NULL
566;3;166;NULL
567;3;167;NULL
568;3;168;NULL
569;3;169;NULL
570;3;170;NULL
571;3;171;NULL
572;3;172;NULL
573;3;173;NULL
574;3;174;NULL
575;3;175;3
576;3;176;NULL
577;3;177;NULL
578;3;178;NULL
579;3;179;NULL
580;3;180;NULL
581;3;181;NULL
582;3;182;4
583;3;183;4
584;3;184;NULL
585;3;185;NULL
586;3;186;NULL
587;3;187;NULL
588;3;188;NULL
589;3;189;NULL
590;3;190;NULL
591;3;191;NULL
592;3;192;NULL
593;3;193;NULL
594;3;194;NULL
595;3;195;NULL
596;3;196;4
597;3;197;NULL
598;3;198;NULL
599;3;199;NULL
600;3;200;NULL
601;4;1;NULL
602;4;2;4
603;4;3;NULL
604;4;4;4
605;4;5;5
606;4;6;NULL
607;4;7;5
608;4;8;NULL
609;4;9;NULL
610;4;10;NULL
611;4;11;4
612;4;12;NULL
613;4;13;NULL
614;4;14;NULL
615;4;15;NULL
616;4;16;3
617;4;17;NULL
618;4;18;2
619;4;19;NULL
620;4;20;NULL
621;4;21;NULL
622;4;22;NULL
623;4;23;NULL
624;4;24;NULL
625;4;25;5
626;4;26;3
627;4;27;NULL
628;4;28;NULL
629;4;29;NULL
630;4;30;NULL
631;4;31;NULL
632;4;32;NULL
633;4;33;NULL
634;4;34;NULL
635;4;35;4
636;4;36;2
637;4;37;4
638;4;38;NULL
639;4;39;NULL
640;4;40;NULL
641;4;41;4
642;4;42;NULL
643;4;43;4
644;4;44;NULL
645;4;45;NULL
646;4;46;NULL
647;4;47;5
648;4;48;1
649;4;49;4
650;4;50;5
651;4;51;NULL
652;4;52;NULL
653;4;53;NULL
654;4;54;NULL
655;4;55;NULL
656;4;56;NULL
657;4;57;NULL
658;4;58;2
659;4;59;NULL
660;4;60;NULL
661;4;61;NULL
662;4;62;NULL
663;4;63;NULL
664;4;64;NULL
665;4;65;NULL
666;4;66;NULL
667;4;67;2
668;4;68;2
669;4;69;NULL
670;4;70;3
671;4;71;1
672;4;72;2
673;4;73;NULL
674;4;74;NULL
675;4;75;NULL
676;4;76;1
677;4;77;1
678;4;78;4
679;4;79;3
680;4;80;NULL
681;4;81;NULL
682;4;82;NULL
683;4;83;NULL
684;4;84;NULL
685;4;85;NULL
686;4;86;NULL
687;4;87;2
688;4;88;2
689;4;89;NULL
690;4;90;4
691;4;91;NULL
692;4;92;5
693;4;93;5
694;4;94;3
695;4;95;NULL
696;4;96;NULL
697;4;97;NULL
698;4;98;NULL
699;4;99;NULL
700;4;100;NULL
701;4;101;NULL
702;4;102;NULL
703;4;103;4
704;4;104;NULL
705;4;105;NULL
706;4;106;NULL
707;4;107;4
708;4;108;1
709;4;109;3
710;4;110;NULL
711;4;111;4
712;4;112;NULL
713;4;113;NULL
714;4;114;NULL
715;4;115;NULL
716;4;116;NULL
717;4;117;NULL
718;4;118;NULL
719;4;119;NULL
720;4;120;NULL
721;4;121;2
722;4;122;NULL
723;4;123;NULL
724;4;124;NULL
725;4;125;4
726;4;126;NULL
727;4;127;NULL
728;4;128;NULL
729;4;129;NULL
730;4;130;NULL
731;4;131;NULL
732;4;132;NULL
733;4;133;NULL
734;4;134;NULL
735;4;135;NULL
736;4;136;NULL
737;4;137;NULL
738;4;138;NULL
739;4;139;NULL
740;4;140;NULL
741;4;141;NULL
742;4;142;NULL
743;4;143;NULL
744;4;144;NULL
745;4;145;NULL
746;4;146;NULL
747;4;147;NULL
748;4;148;NULL
749;4;149;NULL
750;4;150;NULL
751;4;151;4
752;4;152;NULL
753;4;153;5
754;4;154;NULL
755;4;155;NULL
756;4;156;NULL
757;4;157;NULL
758;4;158;5
759;4;159;NULL
760;4;160;NULL
761;4;161;NULL
762;4;162;NULL
763;4;163;NULL
764;4;164;3
765;4;165;NULL
766;4;166;NULL
767;4;167;NULL
768;4;168;NULL
769;4;169;NULL
770;4;170;NULL
771;4;171;NULL
772;4;172;NULL
773;4;173;NULL
774;4;174;NULL
775;4;175;3
776;4;176;NULL
777;4;177;NULL
778;4;178;NULL
779;4;179;NULL
780;4;180;NULL
781;4;181;NULL
782;4;182;4
783;4;183;4
784;4;184;NULL
785;4;185;NULL
786;4;186;NULL
787;4;187;NULL
788;4;188;NULL
789;4;189;NULL
790;4;190;NULL
791;4;191;NULL
792;4;192;NULL
793;4;193;NULL
794;4;194;NULL
795;4;195;NULL
796;4;196;4
797;4;197;NULL
798;4;198;NULL
799;4;199;NULL
800;4;200;NULL
801;5;1;NULL
802;5;2;4
803;5;3;NULL
804;5;4;5
805;5;5;5
806;5;6;NULL
807;5;7;3
808;5;8;NULL
809;5;9;NULL
810;5;10;4
811;5;11;3
812;5;12;3
813;5;13;NULL
814;5;14;4
815;5;15;4
816;5;16;4
817;5;17;NULL
818;5;18;4
819;5;19;NULL
820;5;20;3
821;5;21;2
822;5;22;3
823;5;23;NULL
824;5;24;5
825;5;25;5
826;5;26;4
827;5;27;NULL
828;5;28;4
829;5;29;4
830;5;30;4
831;5;31;NULL
832;5;32;NULL
833;5;33;4
834;5;34;3
835;5;35;5
836;5;36;5
837;5;37;5
838;5;38;3
839;5;39;4
840;5;40;4
841;5;41;NULL
842;5;42;3
843;5;43;3
844;5;44;NULL
845;5;45;3
846;5;46;NULL
847;5;47;5
848;5;48;3
849;5;49;4
850;5;50;4
851;5;51;3
852;5;52;3
853;5;53;3
854;5;54;NULL
855;5;55;4
856;5;56;NULL
857;5;57;NULL
858;5;58;3
859;5;59;4
860;5;60;4
861;5;61;3
862;5;62;NULL
863;5;63;NULL
864;5;64;5
865;5;65;3
866;5;66;NULL
867;5;67;4
868;5;68;NULL
869;5;69;NULL
870;5;70;NULL
871;5;71;5
872;5;72;5
873;5;73;NULL
874;5;74;NULL
875;5;75;NULL
876;5;76;2
877;5;77;2
878;5;78;NULL
879;5;79;2
880;5;80;3
881;5;81;NULL
882;5;82;2
883;5;83;NULL
884;5;84;NULL
885;5;85;NULL
886;5;86;NULL
887;5;87;3
888;5;88;NULL
889;5;89;4
890;5;90;NULL
891;5;91;NULL
892;5;92;NULL
893;5;93;NULL
894;5;94;NULL
895;5;95;4
896;5;96;4
897;5;97;5
898;5;98;NULL
899;5;99;NULL
900;5;100;5
901;5;101;4
902;5;102;NULL
903;5;103;NULL
904;5;104;NULL
905;5;105;NULL
906;5;106;NULL
907;5;107;5
908;5;108;4
909;5;109;NULL
910;5;110;5
911;5;111;5
912;5;112;3
913;5;113;NULL
914;5;114;4
915;5;115;3
916;5;116;2
917;5;117;NULL
918;5;118;NULL
919;5;119;5
920;5;120;5
921;5;121;4
922;5;122;NULL
923;5;123;3
924;5;124;5
925;5;125;5
926;5;126;5
927;5;127;5
928;5;128;5
929;5;129;5
930;5;130;4
931;5;131;NULL
932;5;132;NULL
933;5;133;4
934;5;134;4
935;5;135;4
936;5;136;3
937;5;137;4
938;5;138;4
939;5;139;3
940;5;140;3
941;5;141;NULL
942;5;142;5
943;5;143;NULL
944;5;144;4
945;5;145;NULL
946;5;146;NULL
947;5;147;NULL
948;5;148;NULL
949;5;149;NULL
950;5;150;4
951;5;151;NULL
952;5;152;4
953;5;153;3
954;5;154;NULL
955;5;155;2
956;5;156;3
957;5;157;NULL
958;5;158;5
959;5;159;NULL
960;5;160;NULL
961;5;161;NULL
962;5;162;3
963;5;163;4
964;5;164;5
965;5;165;4
966;5;166;4
967;5;167;NULL
968;5;168;NULL
969;5;169;4
970;5;170;4
971;5;171;4
972;5;172;NULL
973;5;173;NULL
974;5;174;NULL
975;5;175;4
976;5;176;2
977;5;177;5
978;5;178;4
979;5;179;NULL
980;5;180;5
981;5;181;5
982;5;182;5
983;5;183;4
984;5;184;NULL
985;5;185;4
986;5;186;5
987;5;187;NULL
988;5;188;NULL
989;5;189;4
990;5;190;5
991;5;191;4
992;5;192;NULL
993;5;193;2
994;5;194;3
995;5;195;3
996;5;196;NULL
997;5;197;NULL
998;5;198;2
999;5;199;5
1000;5;200;5
1001;6;1;4
1002;6;2;3
1003;6;3;NULL
1004;6;4;5
1005;6;5;5
1006;6;6;5
1007;6;7;5
1008;6;8;NULL
1009;6;9;NULL
1010;6;10;NULL
1011;6;11;5
1012;6;12;2
1013;6;13;NULL
1014;6;14;NULL
1015;6;15;NULL
1016;6;16;NULL
1017;6;17;NULL
1018;6;18;4
1019;6;19;NULL
1020;6;20;5
1021;6;21;3
1022;6;22;NULL
1023;6;23;NULL
1024;6;24;4
1025;6;25;NULL
1026;6;26;5
1027;6;27;NULL
1028;6;28;4
1029;6;29;4
1030;6;30;4
1031;6;31;NULL
1032;6;32;NULL
1033;6;33;NULL
1034;6;34;NULL
1035;6;35;4
1036;6;36;5
1037;6;37;5
1038;6;38;3
1039;6;39;NULL
1040;6;40;NULL
1041;6;41;NULL
1042;6;42;NULL
1043;6;43;NULL
1044;6;44;NULL
1045;6;45;NULL
1046;6;46;NULL
1047;6;47;5
1048;6;48;4
1049;6;49;5
1050;6;50;4
1051;6;51;NULL
1052;6;52;5
1053;6;53;4
1054;6;54;NULL
1055;6;55;NULL
1056;6;56;5
1057;6;57;NULL
1058;6;58;4
1059;6;59;NULL
1060;6;60;NULL
1061;6;61;NULL
1062;6;62;NULL
1063;6;63;5
1064;6;64;3
1065;6;65;NULL
1066;6;66;NULL
1067;6;67;5
1068;6;68;5
1069;6;69;NULL
1070;6;70;5
1071;6;71;NULL
1072;6;72;5
1073;6;73;3
1074;6;74;3
1075;6;75;NULL
1076;6;76;4
1077;6;77;5
1078;6;78;NULL
1079;6;79;5
1080;6;80;NULL
1081;6;81;NULL
1082;6;82;NULL
1083;6;83;NULL
1084;6;84;NULL
1085;6;85;NULL
1086;6;86;NULL
1087;6;87;NULL
1088;6;88;NULL
1089;6;89;NULL
1090;6;90;NULL
1091;6;91;4
1092;6;92;4
1093;6;93;4
1094;6;94;NULL
1095;6;95;NULL
1096;6;96;NULL
1097;6;97;NULL
1098;6;98;NULL
1099;6;99;NULL
1100;6;100;NULL
1101;6;101;NULL
1102;6;102;NULL
1103;6;103;NULL
1104;6;104;NULL
1105;6;105;4
1106;6;106;NULL
1107;6;107;NULL
1108;6;108;5
1109;6;109;5
1110;6;110;4
1111;6;111;5
1112;6;112;NULL
1113;6;113;5
1114;6;114;NULL
1115;6;115;NULL
1116;6;116;4
1117;6;117;NULL
1118;6;118;NULL
1119;6;119;5
1120;6;120;5
1121;6;121;5
1122;6;122;NULL
1123;6;123;4
1124;6;124;4
1125;6;125;5
1126;6;126;5
1127;6;127;NULL
1128;6;128;5
1129;6;129;5
1130;6;130;5
1131;6;131;NULL
1132;6;132;NULL
1133;6;133;4
1134;6;134;4
1135;6;135;NULL
1136;6;136;NULL
1137;6;137;4
1138;6;138;5
1139;6;139;NULL
1140;6;140;NULL
1141;6;141;NULL
1142;6;142;4
1143;6;143;5
1144;6;144;4
1145;6;145;NULL
1146;6;146;4
1147;6;147;NULL
1148;6;148;NULL
1149;6;149;NULL
1150;6;150;5
1151;6;151;NULL
1152;6;152;5
1153;6;153;5
1154;6;154;NULL
1155;6;155;NULL
1156;6;156;5
1157;6;157;NULL
1158;6;158;5
1159;6;159;4
1160;6;160;NULL
1161;6;161;NULL
1162;6;162;NULL
1163;6;163;NULL
1164;6;164;5
1165;6;165;5
1166;6;166;NULL
1167;6;167;NULL
1168;6;168;NULL
1169;6;169;NULL
1170;6;170;5
1171;6;171;5
1172;6;172;NULL
1173;6;173;NULL
1174;6;174;NULL
1175;6;175;4
1176;6;176;NULL
1177;6;177;5
1178;6;178;5
1179;6;179;4
1180;6;180;5
1181;6;181;5
1182;6;182;5
1183;6;183;5
1184;6;184;NULL
1185;6;185;5
1186;6;186;NULL
1187;6;187;NULL
1188;6;188;NULL
1189;6;189;4
1190;6;190;4
1191;6;191;NULL
1192;6;192;NULL
1193;6;193;NULL
1194;6;194;NULL
1195;6;195;3
1196;6;196;3
1197;6;197;3
1198;6;198;4
1199;6;199;NULL
1200;6;200;NULL
1201;7;1;5
1202;7;2;5
1203;7;3;NULL
1204;7;4;4
1205;7;5;5
1206;7;6;5
1207;7;7;4
1208;7;8;NULL
1209;7;9;NULL
1210;7;10;NULL
1211;7;11;4
1212;7;12;4
1213;7;13;4
1214;7;14;NULL
1215;7;15;5
1216;7;16;NULL
1217;7;17;3
1218;7;18;3
1219;7;19;NULL
1220;7;20;4
1221;7;21;4
1222;7;22;4
1223;7;23;NULL
1224;7;24;4
1225;7;25;4
1226;7;26;NULL
1227;7;27;NULL
1228;7;28;5
1229;7;29;NULL
1230;7;30;5
1231;7;31;5
1232;7;32;5
1233;7;33;NULL
1234;7;34;NULL
1235;7;35;2
1236;7;36;3
1237;7;37;4
1238;7;38;NULL
1239;7;39;4
1240;7;40;3
1241;7;41;4
1242;7;42;4
1243;7;43;5
1244;7;44;NULL
1245;7;45;5
1246;7;46;NULL
1247;7;47;5
1248;7;48;4
1249;7;49;5
1250;7;50;5
1251;7;51;NULL
1252;7;52;4
1253;7;53;5
1254;7;54;5
1255;7;55;5
1256;7;56;NULL
1257;7;57;4
1258;7;58;3
1259;7;59;NULL
1260;7;60;4
1261;7;61;NULL
1262;7;62;NULL
1263;7;63;4
1264;7;64;5
1265;7;65;4
1266;7;66;NULL
1267;7;67;4
1268;7;68;NULL
1269;7;69;NULL
1270;7;70;5
1271;7;71;4
1272;7;72;4
1273;7;73;5
1274;7;74;5
1275;7;75;5
1276;7;76;NULL
1277;7;77;NULL
1278;7;78;NULL
1279;7;79;4
1280;7;80;4
1281;7;81;NULL
1282;7;82;3
1283;7;83;4
1284;7;84;5
1285;7;85;3
1286;7;86;4
1287;7;87;NULL
1288;7;88;3
1289;7;89;NULL
1290;7;90;NULL
1291;7;91;NULL
1292;7;92;3
1293;7;93;3
1294;7;94;NULL
1295;7;95;3
1296;7;96;NULL
1297;7;97;4
1298;7;98;3
1299;7;99;4
1300;7;100;4
1301;7;101;NULL
1302;7;102;NULL
1303;7;103;NULL
1304;7;104;NULL
1305;7;105;NULL
1306;7;106;NULL
1307;7;107;NULL
1308;7;108;4
1309;7;109;NULL
1310;7;110;5
1311;7;111;5
1312;7;112;NULL
1313;7;113;NULL
1314;7;114;NULL
1315;7;115;NULL
1316;7;116;3
1317;7;117;5
1318;7;118;NULL
1319;7;119;4
1320;7;120;5
1321;7;121;4
1322;7;122;4
1323;7;123;5
1324;7;124;NULL
1325;7;125;4
1326;7;126;3
1327;7;127;3
1328;7;128;4
1329;7;129;4
1330;7;130;3
1331;7;131;4
1332;7;132;NULL
1333;7;133;4
1334;7;134;4
1335;7;135;5
1336;7;136;NULL
1337;7;137;NULL
1338;7;138;4
1339;7;139;3
1340;7;140;4
1341;7;141;NULL
1342;7;142;5
1343;7;143;4
1344;7;144;NULL
1345;7;145;4
1346;7;146;2
1347;7;147;NULL
1348;7;148;4
1349;7;149;NULL
1350;7;150;NULL
1351;7;151;NULL
1352;7;152;4
1353;7;153;NULL
1354;7;154;3
1355;7;155;NULL
1356;7;156;NULL
1357;7;157;5
1358;7;158;4
1359;7;159;NULL
1360;7;160;4
1361;7;161;NULL
1362;7;162;4
1363;7;163;NULL
1364;7;164;4
1365;7;165;2
1366;7;166;NULL
1367;7;167;NULL
1368;7;168;NULL
1369;7;169;4
1370;7;170;3
1371;7;171;4
1372;7;172;NULL
1373;7;173;NULL
1374;7;174;NULL
1375;7;175;4
1376;7;176;NULL
1377;7;177;4
1378;7;178;4
1379;7;179;NULL
1380;7;180;5
1381;7;181;5
1382;7;182;4
1383;7;183;4
1384;7;184;NULL
1385;7;185;4
1386;7;186;NULL
1387;7;187;NULL
1388;7;188;NULL
1389;7;189;4
1390;7;190;4
1391;7;191;5
1392;7;192;NULL
1393;7;193;5
1394;7;194;5
1395;7;195;5
1396;7;196;NULL
1397;7;197;5
1398;7;198;4
1399;7;199;5
1400;7;200;NULL
1401;8;1;NULL
1402;8;2;NULL
1403;8;3;NULL
1404;8;4;NULL
1405;8;5;NULL
1406;8;6;NULL
1407;8;7;NULL
1408;8;8;NULL
1409;8;9;NULL
1410;8;10;NULL
1411;8;11;NULL
1412;8;12;NULL
1413;8;13;NULL
1414;8;14;NULL
1415;8;15;NULL
1416;8;16;NULL
1417;8;17;NULL
1418;8;18;NULL
1419;8;19;NULL
1420;8;20;NULL
1421;8;21;NULL
1422;8;22;NULL
1423;8;23;NULL
1424;8;24;NULL
1425;8;25;NULL
1426;8;26;NULL
1427;8;27;NULL
1428;8;28;NULL
1429;8;29;NULL
1430;8;30;NULL
1431;8;31;NULL
1432;8;32;NULL
1433;8;33;NULL
1434;8;34;NULL
1435;8;35;NULL
1436;8;36;NULL
1437;8;37;NULL
1438;8;38;NULL
1439;8;39;NULL
1440;8;40;NULL
1441;8;41;NULL
1442;8;42;NULL
1443;8;43;NULL
1444;8;44;NULL
1445;8;45;NULL
1446;8;46;NULL
1447;8;47;NULL
1448;8;48;NULL
1449;8;49;NULL
1450;8;50;NULL
1451;8;51;NULL
1452;8;52;NULL
1453;8;53;NULL
1454;8;54;NULL
1455;8;55;NULL
1456;8;56;NULL
1457;8;57;NULL
1458;8;58;NULL
1459;8;59;NULL
